6578       336.000       1.000       0.190      -0.874       0.000      -0.511
6600       299.000       0.000       0.280      -0.432       0.000      -0.048
6808      1700.000       0.000       0.180       1.669       1.000      -0.090
6816       745.000       1.000       0.960      -1.886       1.000       0.535
6897      1415.000       0.000       0.550      -0.361       0.000       0.356
6990      1650.000       0.000       0.590       0.475       1.000      -0.484
7011       100.000       1.000       0.440       0.100       0.000      -0.025
7101      2403.000       0.000       0.390       1.024       0.000       0.013
7172       280.000       1.000       0.050       1.013       1.000      -0.284
7232      1154.000       0.000       0.200       0.975       0.000      -0.084
7276      1630.000       0.000       0.300       0.109       0.000       0.084
7332       737.000       1.000       0.530      -0.864       0.000       0.303
7341       570.000       0.000       0.140       0.583       0.000      -0.158
7342      1220.000       1.000       0.460       0.380       1.000      -0.442
7345       978.000       0.000       0.640       0.336       1.000       0.039
7364      1500.000       1.000       0.350      -1.523       0.000      -0.083
7635      1495.000       1.000       0.480      -0.397       0.000       0.249
7688      1410.000       1.000       0.650      -0.575       0.000       0.192
7697      1734.000       0.000       0.200       0.279       0.000       0.264
7734      1580.000       0.000       0.400       2.027       1.000      -0.463
7890       311.000       0.000       0.210       0.845       0.000      -0.517
7919      1451.000       0.000       0.500      -0.402       0.000       0.464
8009       716.000       1.000       0.680      -0.933       0.000       0.522
8150       868.000       1.000       0.670      -0.057       0.000       0.312
8165      1346.000       1.000       0.600      -0.370       0.000       0.315
8175      1016.000       0.000       0.420       1.033       1.000      -0.166
8188      1896.000       0.000       0.250       1.695       0.000       0.145
8193       106.000       1.000       1.000      -1.186       0.000      -0.171
8202      1436.000       0.000       0.390       1.373       0.000       0.092
8357      2070.000       0.000       0.500       0.244       0.000      -0.101
8367       153.000       0.000       0.000       1.793       0.000       0.032
8477      1400.000       0.000       0.240      -0.001       0.000      -0.190
8531      2190.000       0.000       0.580       0.132       0.000       0.414
8627      2452.000       0.000       0.250       0.742       0.000       0.111
8628       652.000       1.000       0.660      -0.367       0.000      -0.134
8707      1133.000       0.000       0.480       1.542       0.000       0.161
8775       667.000       0.000       0.280       1.783       0.000      -0.334
8800       296.000       1.000       0.300      -1.142       1.000      -0.703
8854       745.000       0.000       0.180      -0.228       0.000      -0.751
8857      1069.000       1.000       0.650      -1.718       1.000       0.523
8874      2650.000       0.000       0.200       1.742       0.000      -0.335
8946       204.000       0.000       0.440       0.335       0.000      -0.345
8983      1061.000       0.000       0.270       0.079       0.000      -0.288
9021       472.000       1.000       0.820      -0.817       0.000       0.633
9104      1299.000       1.000       0.970      -0.718       0.000       0.749
9158       822.000       0.000       0.430       0.735       0.000      -0.396
9198       833.000       1.000       0.970      -1.225       0.000       0.498
9225      1951.000       0.000       0.560       0.048       0.000       0.259
9292      2350.000       0.000       0.130       2.043       1.000      -0.588
9340       257.000       0.000       0.470       0.274       0.000      -0.391
9347      1067.000       1.000       0.580      -0.905       0.000       0.218
9359      1184.000       1.000       0.690      -0.475       0.000       0.360
9397      1314.000       0.000       0.440      -0.231       0.000       0.140
9508      1119.000       1.000       0.520      -1.138       0.000      -0.132
9550      1532.000       0.000       0.450       0.791       0.000       0.059
9586       262.000       1.000       1.000      -2.416       0.000       0.627
